,Month,Overview,Titles,Year
309,01,"Running low on fuel, the Battlestar Galactica receives the help of the supposedly lost Battlestar Pegasus which is taking the offensive with the Cylons.",Mission Galactica: The Cylon Attack,1979
310,01,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",Attraction,2017
311,01,"After a mysterious blackout, a son goes out to investigate and captures footage of actual aliens. When the aliens follow he and his brothers back to their home all hell breaks lose.",Alien Abduction: Incident in Lake County,1998
312,06,"Kye is a prisoner of war caught between two armies that he doesn't believe in. When offered an opportunity for freedom, Kye sets out on one last rescue mission only to become stranded when his ship crash lands. Kye soon realises that the deadliest creature on the desert moon is himself.",Arrowhead,2017
313,02,"An agent from a distant planet has been sent to earth to ship large quantities of blood to his world, where a plague is ravaging the populace.  He comes equipped with an interstellar matter transmitter, telepathic mind-control powers, and deathray-shooting eyes.  Because he is also affected by the blood disease, he gains control of the town's physician and has him place a nurse at his disposal, while he collects live humans for fresh blood; but gains the nurse's suspicions, along with those of her boyfriend - a town police officer.",Not of This Earth,1957
314,03,The story of a couple's nice Sunday picnic that turns into science fiction in the blink of an eye.,Domingo,2007
315,06,A group of hikers lost on the Appalachian Trail stumble across an ancient secret that threatens their survival.,Beacon Point,2016
316,09,"Stilling reeling from the events of a zombie apocalypse, a young woman, along with a group of allies, makes her way across a dystopian Japan in search of her mother, the Zombie Queen.",Helldriver,2010
317,03,"The sensationalist reporter Michelle Fox presents the TV show Weird World, with phony matters about UFOS and aliens. When she hears about Cat, a young woman that claims that have been abducted with her boyfriend and become pregnant by aliens, she convinces her chief to travel with a team to the remote Welsh island of Scalled to interview Cat. She invites the cameraman Ricky Anderson with his sound technician partner; the nerd expert in ""ufology"" and ""ley lines"" Gavin Gorman; the actress Candy Vixen and an obscure gay actor to prepare the matter. They get a van and wait for the low tide to reach the island, and when they find evidences that aliens are really landed in the location, the ambitious Michelle decides to film her way to fame and wealth.",Evil Aliens,2006
318,10,No overview found.,Xaver und sein außerirdischer Freund,1986
319,10,No overview found.,Xaver und sein außerirdischer Freund,1986
320,12,"Memeda, an alien from outer space happens to meet a depressed man who just lost his daughter in a car accident. After many challenges and conflicts, the two become good partners in a hilarious adventure.",Impossible,2015
321,05,"With the Galaxy under attack, Princess Farra and her beautiful bodyguard flee to a strange alien planet - Earth. They are pursued by the evil Empress and her henchwoman.",Dirty Blondes from Beyond,2012
322,02,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",The Cloverfield Paradox,2018
323,10,A young bride suspects her husband has been replaced by a space invader.,I Married a Monster from Outer Space,1958
324,11,"When detectives Sikes and Francisco are presented with the mysterious death of an Eeno, Matt is stupefied to discover that George rudely snubs the case. He, like most newcomers, reviles the outcast Eenos. As the case unfolds, George has to reassess his prejudices, and George's family help save the city from an alien threat originating in an Eeno waste disposal facility.",Alien Nation: The Enemy Within,1996
325,03,6th Grade gets a new substitute teacher. She wants to train the class for an international competition in Paris. But something isn't right. How is she able read kids' minds? Why is she so mean? And how does she manage to convince everyone's parents she is so great when the whole class knows she is really an alien?,The Substitute,2007
326,06,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",The Cat from Outer Space,1978
327,04,Humouristic reconstruction of the 1995 scandal when two British lads were accused of having faked a documentary from the Roswell incident in 1947.,Alien Autopsy,2006
328,08,Only legendary Japanese garage rock band Guitar Wolf can stand between a race of aliens from destroying earth with an army of zombies.,Wild Zero,1999
329,08,"In the year 2044 AD, the human race has amped-up its space exploration and reached out to the stars through the miracle of ROBOTECHNOLOGY, but not without bringing intergalactic war upon the Earth itself. Heroes will die and allegiances will shift. But in the midst of combat, perhaps peace will spring up through the charred remains of battered history. One of the greatest science fiction sagas of all time continues...",Robotech: The Shadow Chronicles,2006
330,07,"One of the many notorious 70's ""unknown"" documentaries, The Mysterious Monsters covers topics such as Bigfoot and the Loch Ness Monster. Pictures, sounds, and videos of these two monsters are examined by Peter Graves, the host. Psychics, hypnotism, and the history of Bigfoot in many ancient cultures is also scrutinized.",The Mysterious Monsters,1976
331,12,"An invasion alien threatens the fate of humanity and begins in a village where there are Bill Johnson, John West and Max Giggs. The friends escape from there with the purpose of finding and destroying the invading ship before it completes its evil plan of conquest.",Plaga Zombie: Zona Mutante: Revolución Tóxica,2011
332,04,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",Village of the Damned,1995
333,05,A group of scientists are possessed by an alien force when they investigate a meteor shower in a rural field.,They Came from Beyond Space,1967
334,04,"Sean Barker became the unwilling host to an alien bio-armor known as the Guyver. A year ago he destroyed the Kronos Corporation, an organization of mutants who want the Guyver. Now he is trying to find why the Guyver unit forces him to fight and kill evil.",Guyver: Dark Hero,1994
335,10,"The story of six people caught in the unusual (except in horror films) predicament of being stranded in a deserted fishing lodge with a host of alien-infected, mutant amoeba-controlled zombies at their doorstep.",Brain Dead,2007
336,11,"Ships disappear on route across the Arctic Sea, and a special submarine is sent to investigate.",The Atomic Submarine,1959
337,04,"Two campers in the New Jersey woods have their outdoor fun interrupted by the arrival of a meteorite crashing nearby. They go to investigate the crater, but are suddenly attacked and devoured by alien parasites who have hitched a ride to Earth. After finishing off the campers, the hungry space monsters head for a nearby town, where they make their domain in the basement of an old house soon begin polishing off one hapless inhabitant after another. Four young teenagers, plus one pre-teen boy, try to find a way to stop the angry space monsters before they reproduce and literally eat humanity.",The Deadly Spawn,1983
338,06,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",This Island Earth,1955
339,11,The first manned flight to Mars returns after having been out of communications since it had arrived on Mars. What would it reveal?,The Angry Red Planet,1959
340,01,"It's 1999, and as the end of the millenium approaches, people are attempting to find spiritual enlightenment. But a few people want to skip all the work that entails, and a holy Tenktonese relic in the hands of a heretic is giving them a shortcut. But it's not quite as easily controlled as she says.",Alien Nation: Millennium,1996
341,05,"While mainland Britain shivers in deepest winter, the northern island of Fara bakes in the nineties, and the boys at the Met station have no more idea what is going on than the regulars at the Swan. Only a stand-offish visting scientist realizes space aliens are to blame.",Island of the Burning Damned,1967
342,06,"The alien outlaw, Redeye, murders the town sheriff and then he and his gang terrorize the town. It's up to the sheriff's son, an empath, and his native american sidekick, to rescue the town and exact revenge for his father's murder.",Oblivion,1994
343,07,Low-budget aliens (three nice-looking women and a gay computer voice-over) crash-land in England and abduct four earthlings.,Spaced Out,1979
344,12,Robbie and Donner's wedding is interrupted when Donner is kidnapped by aliens. Robbie saves the day again though with the help of his friends and an alien crystal.,Robbie the Reindeer - Close Encounters of the Herd Kind,2007
345,08,"A former astronaut helps a government agent and a police detective track the source of mysterious alien pod spores, filled with lethal flesh-dissolving acid, to a South American coffee plantation controlled by alien pod clones.",Contamination,1980
346,08,"Charlie and Rhonda are a sweet and comfortable married couple on vacation with their lovely daughter Daphne. They find a rundown boarding house and its haggard owner, Joseph, an ex-con whose mother has just died and left him the house. He doesn't know why this cheerful couple would want to vacation in the worst part of Los Angeles, but he doesn't know they're vacationing from outer space, and their idea of fun is murdering lowlife out on the streets",Alien Avengers,1996
347,09,"Everyone knows what to do if one morning the sky would be absolutely full of UFOs: run as fast as you can. However, what would happen if the invasion started while you are in the flat of the girl of your dreams, the one you have just met?",Extraterrestrial,2011
348,12,"Tony's father Sam, abducted by aliens three years earlier, returns to earth and seeks out his wife and son, but Rachel has since been living with Joe and the reunion is awkward. Joe doesn't trust Sam, and Rachel can't quite decide what her feelings are for her two men. Sam is not the same as when he left, and he begins affecting Tony in frightening ways.",Xtro,1982
349,04,"While watching for a planet that may collide with earth, scientists stationed in Scotland are approached by a visitor from outer space.",The Man from Planet X,1951
350,03,"A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",What Planet Are You From?,2000
351,01,"Capable of making bio-mechanical weapons out of human flesh, alien parasites grotesquely invade the Earth, turning their hosts into maniacal killers who seek and destroy each other to the bloody death! And yes, it s also a human love story, even though the budding romantics are infested with slimy, tumor-like globules.",Meatball Machine,2005
352,01,"A small town is the subject of some experiment with aliens where they were allowed to test some earth folks with some kind of disease, but of course it spread with disastrous results. And now, three oddballs have been dumped into the middle of this town as test subjects or something, and the race for survival is on. John West is a strongman, with a cowboy hat and leopard skin tights, Bill is a medical student, and Max is a mathematical genius, and it's them against the zombies.",Plaga zombie: Zona mutante,2001
353,01,"Tells the story, through surrealist and oniric images, of an alien invasion that feeds on spanish children.",Kinky Hoodoo Voodoo,2002
354,03,"A spaceship is sent to Mars after a alien distress signal is picked up. They find one survivor, but when a crew member is found drained of blood it's evident they have rescued a bloodsucking monster.",Queen of Blood,1966
355,03,"Sam, a college student in a small Northwestern town, reluctantly joins his roommates in a contest to see who can hook up with the most gorgeous co-eds by the end of the semester. But when men slowly start disappearing around town, he and his friends learn that when it comes to beautiful women, it's what's inside that really matters.",Decoys 2: Alien Seduction,2007
356,06,"What if the Earth/Mars battle from H.G. Wells' classic novel The War of the Worlds wasn't fiction but actually fact? Like the famous 1938 Orson Welles radio broadcast that caused Americans to believe an actual invasion was in progress, the movie assumes an Earth/Mars War in 1900 actually occurred and is presented as the first hand memoir of journalist Bertie Wells, the last living survivor as he struggles to find his wife amidst the destruction of humankind at the hands of terrifying alien invaders.",War of the Worlds the True Story,2012
357,03,"Aliens land in the mythical town of ""Speelburgh, U.S.A"" searching for the source of rock &amp; roll. What they find is a gang of teenagers, led by Dee Dee (the inimitable Pia Zadora) and Frankie, along with Frankie's posse/rock band, the Pack. The leader of the aliens takes a shine to Dee Dee and all sorts of trouble breaks out.",Voyage of the Rock Aliens,1984
358,06,"A psychic father and daughter band together with an ""angel"" in an attempt to save Earth from an extraterrestrial Armageddon. This suspenseful thriller ties together strange occurrences from 1965 in the Bermuda Triangle (where an American fighter pilot supposedly encountered a spaceship) and government hush-up conspiracies.",The Sender,1998
359,,"In 1938, John Patton Jr. found the key to our darkest secret–an anomalous skeleton neither animal nor man. Uncertain of its implications, Patton hid the discovery away from the world—though never forgetting what he found. Seventy years later, his grandson Gardner is forced to come to terms with his grandfather’s past, a man he never knew but in whose footsteps he inevitably follows. When his cousin, controversial documentarian Bart Thompson, arrives for a seemingly routine shoot, Gardner is eager to lend a hand. He soon learns, however, that Bart isn’t back just to shoot a movie–he wants to find the “discovery” their grandfather buried nearly seventy years before, and prove what he claimed was true. As his skepticism fades, and the lure of mystery grows, Gardner becomes distant from his foundations, including his live-in girlfriend Kelsey. Losing himself to the adventure, Gardner is hypnotized by a single possibility—that this “discovery” could be a direct link to God.",A Genesis Found,
360,01,"The weirdest alien of the galaxy pays a visit to Earth...  Jerry Lewis is Kreton, a childish alien who, against his teacher's will leaves his planet to visit the Earth, and lands in the backyard of a famous television journalist who doesn't believe in U.F.O's and aliens. Wanting to study humans but not able to fully understand them, Kreton makes a mess out of it, generating a lot of comic situations. Written by Alessio Quirino",Visit to a Small Planet,1960
361,11,"From deep within the tomb of the Egyptian pharaoh Tutankhamun, Professor Douglas McCadden ships the coffin of Ankh-Vanharis to the California Institute of Sciences where X-rays reveal five diamond-like crystals hidden within the coffin. Technician Peter Sharpe steals the crystals but doesn't notice that the powerful X-ray has revived a green fungus. When the coffin is opened at a university press conference, the reporters uncover more than they bargained for. The mummy has disappeared... and the Time Walker is alive again!",Time Walker,1982
362,10,"As a lone spaceship proceeds on its long voyage across space, the crew are surprised to encounter a strange pyramid form. Surprise turns to horror as one by one, they discover that their darkest nightmares are all starting to become real. The pyramid has to be behind it all somehow, but how can they save themselves from its influence?",Galaxy of Terror,1981
363,09,An alien creature stalks human prey.,Without Warning,1980
364,07,"What's behind the UFO's? Where are they from? Are they the Nephilim of ages past? What does the Bible say about them? What's their agenda for Planet Earth? This subject has not gone away. On the contrary, much new evidence has surfaced with global implications. Chuck explores the Biblical relevance and disturbing agenda of the apparent extraterrestrial life forms that have been forcing themselves into our global consciousness and reveals their most disturbing agenda. ""For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were possible, they shall deceive the very elect."" (Matthew 24:24) How do you protect yourself?",Return of the Nephilim,2003
365,04,"At night the Mangler stalks the streets of Los Angeles, killing and mutilating random victims. On the trail are a TV reporter, the father of one of the victims, and a police detective, but despite their efforts only the mysterious psychic DeRenzy knows what the killer is and how to stop it.",The Dark,1979
366,10,The President's Daughter has been kidnapped by the brilliant super-criminal Blood Mamba. All rescue attempts have been thwarted by the evil genius. There's only one thing left to do: send in the Robot. The Robot must fight zombie-monsters and insecurity in order to complete his suicidal mission.  This marks the directorial debut of Rob Schrab (Creator of Scud: the Disposable Assassin and Heat Vision and Jack).,Robot Bastard!,2001
367,04,"When mailman Bridd Takes his sexy date Charlotte home, they find their boss on the floor with a mail opener stuck in his chest. The assailants are also after Bridd and he has to use all his talents to foil an extra-terrestrial complot.",The Answer,2015
368,04,"When a meteor shower rains down outside Los Angeles, Jonas and Lars, two friends stuck in tired, boring lives, head out to find a meteor and strike it rich. After recovering one, they start being stalked by terrordactyls, ancient flying reptiles that launch a full-on assault on the city. Trying to survive, they go on the run...",Terrordactyl,2016
369,01,A pink meteor controlled by aliens lands near a small town and turns the local women into nymphos. A deputy sheriff and a local private eye investigate.,The Pink Chiquitas,1987
370,06,"A teenage couple making out in the woods accidentally runs over an alien creature with their car. The creature's hand falls off, but it comes alive, and, with an eye growing out of it, begins to stalk the teens. Meanwhile, Joe the town drunk wants to store the body in his refrigerator, but some of the alien's buddies inject alcohol into his system, and Joe dies of an overdose.",Invasion of the Saucer-Men,1957
371,01,"This horror story involves a woman hiding out with four pastel colored poodles in a desert gas station with the loot from a heist while her boy friend does prison time. A meteorite crashes near the station transforming the woman into an alien being with a gigantic voracious tongue and her poodles are transformed into four drag queens. The whole thing grows even weirder as her boy friend escapes from prison and also encounters the meteorite, as does a mute Nun who is converted into a sexy drum majorette. Pursued by the prison officials who are after him, the whole group eventually come into conflict.",Killer Tongue,1996
372,01,"Fifteen years ago, a group of men's lives were forever changed by a strange occurrence. Now, the same group of men will spend a night together ... in terror.",Altered,2006
373,04,"Baldwin’s “pseudo-pseudo-documentary” presents a factual chronicle of US intervention in Latin America in the form of the ultimate far-right conspiracy theory, combining covert action, environmental catastrophe, space aliens, cattle mutilations, killer bees, religious prophecy, doomsday diatribes, and just about every other crackpot theory broadcast through the dentures of the modern paranoiac.",Tribulation 99: Alien Anomalies Under America,1992
374,01,"Held captive in an underground prison by a sadistic sicko who fancies himself a surgeon, 4 women fight for their lives, knowing the exact time they're scheduled to die thanks to a crudely carved set of numbers on each of their bodies. None of them can remember how they got there, but if any of them figure out the secret to their imprisonment, they stand at least some chance of surviving.",Bane,2008
375,11,"An alien being is sent to Earth from his home planet with the assignment of stopping Great Evil. Great Evil turns out to be Mr. One, a Black drug dealer with a gang of Hispanic minions, whose hobby is raping White women. The alien, who decides to use the name Buddy on Earth, makes it his personal mission to rescue all the White people he can find, while putting an end to Mr. One's life of crime",Alien Warrior,1986
376,04,,Extra,2013
377,01,"Alberto Oliver, an unsuccessful pulp novelist, is attacked by alien mutants when he comes back from visiting his lover Carol. Soon he finds himself chased by a flying saucer that tries to abduct him and take him to a distant planet in an anti-matter galaxy.",The Man of Ganimedes,1976
378,04,"Humanoid killer robots stalk a newspaperman, who has knowledge of their existence. One of the robots is made to look like his girl friend.",Annihilator,1986
379,09,"Strange things are happening in Riverdale, Illinois. A huge, seemingly alien structure has been found jutting out of the earth. Sent to investigate the origin of the mysterious object, Senator Walter Powers discovers that parasites from the center of the earth have infiltrated the town, taking control of the authorities and workers, making communication with the outside world impossible, and leaving the responsibility of stopping the invasion up to Powers and a small group of free individuals",The Brain Eaters,1958
380,01,"Alberto Oliver, an unsuccessful pulp novelist, is attacked by alien mutants when he comes back from visiting his lover Carol. Soon he finds himself chased by a flying saucer that tries to abduct him and take him to a distant planet in an anti-matter galaxy.",The Man of Ganimedes,1976
381,04,,Extra,2013
382,04,"An ""average"" postal worker is informed by a tiny alien hologram which looks like a teenage girl that he is the ""choosen one"" to destroy a giant reptile to save the Earth.",Zarkorr! The Invader,1996
383,01,"Aliens invade an aerobics class before the credits roll in this horror anthology spoof illustrating outrageous stories that could easily be found in a tabloid newspaper at your local grocery store checkout! The stories are: Baby Born With Full Beard, BBQ Of The Dead, and Killer Vacuum Destroys Town",Tabloid,1985
384,10,"Mota is a Martian representative, who has come to impose interplanetary law on the Earth (which has become too dangerous); opposing his authority is Kent Fowler, who resists the alien plot, without understanding its details.",Flying Disc Man from Mars,1950
385,08,"A tiny alien lands in the small town Aurora in Texas in the times of the Wild West. He flies around in his spaceship and checks out everything. While the kids are fascinated, their parents are rather sceptic and afraid. Ms. Peabels, teacher and new owner of the local paper, smells a good story and brings the alien into the headlines. When the governor hears of the rumors he sends a ranger to take action. Written by Tom Zoerner",The Aurora Encounter,1986
386,02,"On March 25, 1948 a UFO spacecraft of extraterrestrial origin crashed in a place called Aztec, New Mexico. Sixteen alien bodies were discovered dead inside. The alien bodies and all evidence of their spacecraft were soon transported by government officials to Wright Patterson Air force Base where all traces of this event disappeared in secrecy.",Aztec 1948: UFO Crash,2005
387,04,A deadly alien has come to Earth to harvest its women! It's time to call the greatest force for good; LASER FORCE! Shot on Super 8mm film!,Laser Force,2017
388,07,A Martian is sentenced to visit earth to cure a selfish man.,A Message from Mars,1913
389,03,"Jerry is a strange and solitary boy who lives with his young neglectful mother in a run down apartment. He spends his weekends hidden away in his bedroom making model figurines and watching TV alone. While investigating a damp stain on his bedroom wall, Jerry peels off some wallpaper, revealing a seductive alien orifice growing behind the plaster. After spending an ever increasing amount of time in his bedroom exploring and inspecting the alien creature, Jerry embarks on his first sexual experience. After numerous encounters between Jerry and the creature, it becomes pregnant. Filled with panic and guilt, Jerry attempts to abort the alien creature, leading to a horrific outcome which neither himself nor his mother will ever forget.",Box Room,2014
390,01,Extraterrestrial Girl visited Earth.Inventor Blinkov in love with her. His love is awakened in her new emotions and feelings.She realized that Blinkov can not live in a different world.And she leaves the Earth with sadness and loneliness.,The Extraterrestrial Women,1984
391,04,"Humanoid killer robots stalk a newspaperman, who has knowledge of their existence. One of the robots is made to look like his girl friend.",Annihilator,1986
392,08,An investigator seeking the cause of an airline disaster discovers the involvement of an organisation of time travellers from a future Earth irreparably polluted who seek to rejuvenate the human race from those about to die in the past. Based on a novel by John Varley.,Millennium,1989
393,10,"An evil alien brain, bent on world domination, takes over the body of an atomic scientist, while a ""good"" alien brain inhabits the body of the scientist's dog and waits for an opportunity to defeat the evil brain.",The Brain from Planet Arous,1957
394,06,"In the 21st century, aliens with mind-control powers attempt to take over the earth.",The War of the Planets,1966
395,05,"Aliens, contacting scientist Adam Penner, inform him that they have been on the moon for twenty thousand years, undetected due to their invisibility, and have now decided to annihilate humanity unless all the nations of earth surrender immediately. Sequestered in an impregnable laboratory trying to find the aliens' weakness, Penner, his daughter, a no-nonsense army major and a squeamish scientist are attacked from outside by the aliens, who have occupied the bodies of the recently deceased.",Invisible Invaders,1959
396,06,"A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.",Beware! The Blob,1972
397,10,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace.",Extraterrestrial,2014
398,04,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,Alien Abduction,2014
399,12,Inept beings from the planet Kabijj land on Earth and attempt to behead all of its beings and take over the planet,Evil Alien Conquerors,2003
400,10,"The day after a weird green light is seen in the English sky, a strange young man stops at the country home of two lesbian housemates. It turns out that the man is an alien, and a hungry one",Prey,1977
401,03,"Trapped in a damaged cryogenic pod, a man is forced to watch a series of horrific science-fiction tales while his life support systems run out. Featuring eight intense stories of the unknown and other-worldly, equally wonderful and terrifying. Visit the GALAXY OF HORRORS, if you dare! Curated from Rue Morgue &amp; Unstable Ground's Little Terrors Festival.",Galaxy of Horrors,2017
402,03,"An aggressive race of aliens took over Planet Earth and humanity's at its end, living in giant bunkers below ground. Young Military rookie S.U.M.1 (Iwan Rheon) is sent to the surface to save a group of unprotected survivors.",Alien Invasion: S.U.M.1,2017
403,09,Phil the Alien crashes to Earth and find himself alone in the wilds of northern Canada. In the process of going home he goes from drunk to christian rock singer to mass murder.,Phil the Alien,2004
404,01,"Two teenage boys try to help a tiny spherical alien get back to its mothership, while the army and a devious petty crook pursue the creature for its wonderful powers.",The Glitterball,1977
405,02,A mysterious magnetic spool found during a construction project is discovered to have originated from Venus. A rocket expedition to Venus is launched to discover the origin of the spool and the race that created it.,First Spaceship on Venus,1960
406,08,"Earth as we know it is gone. A virus has destroyed the planet and rendered all its women infertile, all but one. An elite team of soldiers are tasked with bringing the woman to safety on the newly habitable Earth Two. But when they are forced underground they find themselves fighting for survival from an bloodthirsty creature in a maze of ever shrinking tunnels. As the team's ranks start to dwindle, the tunnels shrink and the ammunition run out, the crawl for survival becomes more and more desperate.",Crawl or Die,2014
407,03,"The story begins on a small spaceship docking with a refueling station. On board are a group of four aliens, Bernard, Sandra, Desmond, and Julian. During a particularly tedious period of their stay at the station, the other three begin playing with the ship’s controls while Bernard is outside playing spaceball. They accidentally disconnect his part of the ship, leaving him stranded while they crash into a large blue planet close by (Earth).",Morons from Outer Space,1985
408,06,Global panic ensues when it is revealed that a mysterious UFO is actually a giant turkey-like bird that flies at supersonic speed and has no regard for life or architecture.,The Giant Claw,1957
409,05,Alien ship crash-lands on Earth and the creature inside starts taking over people's bodies.,Polymorph,1996
410,01,"Velasco Broca directed ""La Costra Láctea"" in 2002, as the result of an institutional assignment to develop a sexual education video for teenagers. The film, mixing fokloric Spain with fetishism and aliens, was ultimately not approved as educational material and ended up being broadcast in TVE's La 2, in the show Versión Española, with Bigas Luna's feature ""Bilbao"".",Der Milchshorf: La Costra Láctea,2002
411,03,"An intergalactic fighting competition between champions of various worlds has traditionally been won by a species much larger and stronger than humans. Entering the contest, a human finds he has to battle against not just his opponents and his self-doubts, but the corrupt system. Far in the future, on a distant space station, the legendary Arena is where the best fighters from every planet come to vie for the championship. But for over half a century, no Earthling has been good enough to be a contender. Until out of nowhere, comes an underdog: the great human hope, Steve Armstrong... and the best anyone's ever seen. He's been training all his life for a shot at the big time, but now he's up against some mighty big muscle: a ruthless extra-terrestrial crimelord who'll pull no punches to make sure he stops Steve dead. In the mood for hard-hitting sci-fi action? Arena will knock you out!",Arena,1989
412,01,"3 young friends are on vacation in Spain, until weird things begin to occur and then a man from NASA tells them what's really going on: Dangerous Alien Organisms from the Apollo 14 Moon Mission, which was tested on animals on SkyLab. But then the organisms fell to earth with SkyLab and they are now starting to infect people by brutally killing them off. And these 3 friends and NASA scientist must get an antidote from a NASA Lab nearby and save themselves and the rest of the world.",Alien Predators,1985
413,03,"The spaceship AAB-Gamma is dispatched from FAFC headquarters in Japan to make a landing on the planet Mars and investigate reports of UFOs in the area. As they near the red planet, they encounter a mysterious UFO that coats the ship's hull with unusual spores. Taking one of the specimens back to earth, it soon develops and grows into a giant chicken-lizard-alien monster that tramples Japan.",The X from Outer Space,1967
414,11,"Dr. Blake runs a TV show called ""Independent Thinkers"", which is sort of a Scientology-like self-help/religion program. But he's not making his audience think any more independently - with the help of an alien organism he calls The Brain, he's using brainwashing and mind control. The only thing that stands between them and world domination is a brilliant but troubled high school student with a penchant for pranks...",The Brain,1988
415,01,"An Alien Being from another universe lands on earth and is angered at how the human species live in a world of greed, corruption, lies, violence and a disregard for the natural environment.  The Being takes it upon itself to eliminate the politicians, lawyers, criminals, corporate leaders, and others who disrespect the planet...  That The Being has created as a planetary experiment.  This thought provoking supernatural film is filled with surprising mystical metaphors, exciting twists...  And a stunning dramatic conclusion.",I Am Here....Now,2009
416,03,An unsuspecting woman is impregnated by aliens who are experimenting on the human population.,Progeny,1998
417,12,"One day, robot Robby enters into a life of the most creative little boy, Toby. Robby had been separated from his robot parents when his spaceship crashed. Toby decides to offer his help and the two of them become friends.",Robby and Toby's Fantastic Voyager,2016
418,03,An ancient intergalactic warrior arrives on Earth to put a stop to a demonic child's plot to reproduce Satan's next generation of evil.,The Visitor,1979
419,05,"A crew of scientists arrives on a far, cold planet to examine archaic artifacts of unknown origin. They discover that their German enemies already have a ship there. When they seek their help after a failed landing, they only find the Germans’ bodies, obviously slaughtered by one of the archaic creatures, awoken to new life. Now the alien is after them.",Creature,1985
420,10,"Colonel Pete Moore (Glenn Ford) is commander of the Whitney Radar Test Group, which has been experiencing electrical difficulties aboard its aircraft. To ferret out the problem, he sends a four-man crew on Flight 412. Shortly into the test, the jet picks up three blips on radar, and subsequently, two fighters scramble and mysteriously disappear. At this point, Flight 412 is monitored and forced to land by Digger Control, a top-level, military intelligence group that debunks UFO information. The intrepid colonel, kept in the dark about his crew, decides to investigate the matter himself.",The Disappearance of Flight 412,1974
421,05,"Two cops investigating the murder of a young boy become invloved in a very secret project involving alien life. Needless to say, the authorities don't want them to stick their noses into this",Monolith,1993
422,12,"In what appears to be a cross between Critters and The Towering Inferno, the residents of a shoddy L.A. apartment block are chased up to the roof by hoards of the eponymous hairy horrors.",Critters 3,1991
423,01,"An otherwordly perpetrator has been attacking female virgins in Manhattan. As Dr. Pace and Detective Andriotti work together to identify the strange organic materials found on the women, the victims begin arising in a trance and leaving the hospital.",Breeders,1986
424,03,A space expedition to Uranus is menaced by a giant brain that can make illusions come true.,Journey to the Seventh Planet,1962
425,05,"A futuristic underwater sea-lab is having problems with a UFO that's parked between them and a nearby deep ocean trench. As they investigate, they attract the unwanted attention of a dangerous creature who puts the scientists and crew in danger.",Destination Inner Space,1966
426,06,"Medieval crusaders from the 13th century are captured by aliens. However, this can not stop them to conquer the Holy Land.",The High Crusade,1994
427,02,"A strange sphere settles down in a California canyon, causing both the scientific and military communities to gather around to investigate.",The Cosmic Man,1959
428,09,,Die Delegation,1970
429,03,Kids' film about a couple of aliens who come to earth and open up a pet shop in an attempt to try and eat some of earth's children for dinner.,Pet Shop,1995
430,01,"Aliens in human disguise commandeer a rural airport during a snowstorm. To survive, the people trapped inside must determine which of their own is not of this Earth.",Terminal Invasion,2002
431,03,An archaeologist discovers that aliens posing as government officials are secretly harvesting human bodies in a bid to take over earth.,Final Days of Planet Earth,2006
432,03,"A movie for the Sci Fi Channel based on the book series by Philip José Farmer. The location is Riverworld, a mysterious and treacherous land where every human who died between the years 99,000 BC and 2,200 AD has been resurrected on the banks of a huge river.",Riverworld,2003
433,06,"In this modern retelling of H.G. Wells' classic sci-fi horror, civilization is laid to ruin when a super race of aliens invades Earth. In a blink of an eye, massive ""walkers"" cover the planet, annihilating all in their path. As cities crumble and human flesh is ripped from the bone, one man struggles to find the one weapon that will turn the tide for mankind.",H.G. Wells' War of the Worlds,2005
434,07,"What starts off as a typical day on the streets of Seattle soon becomes a terrifying bloodbath, when a great white shark devours an alien space probe…and ROBOSHARK is born. The U.S. military comes after it with guns blazing, but it’s the power of social media that puts an ambitious newscaster and her tech-savvy daughter ahead of everyone else in the race to stop the destruction.",Roboshark,2015
