,Month,Overview,Titles,Year
298,03,"Aliens land in the mythical town of ""Speelburgh, U.S.A"" searching for the source of rock &amp; roll. What they find is a gang of teenagers, led by Dee Dee (the inimitable Pia Zadora) and Frankie, along with Frankie's posse/rock band, the Pack. The leader of the aliens takes a shine to Dee Dee and all sorts of trouble breaks out.",Voyage of the Rock Aliens,1984
299,06,"A psychic father and daughter band together with an ""angel"" in an attempt to save Earth from an extraterrestrial Armageddon. This suspenseful thriller ties together strange occurrences from 1965 in the Bermuda Triangle (where an American fighter pilot supposedly encountered a spaceship) and government hush-up conspiracies.",The Sender,1998
300,06,"What if the Earth/Mars battle from H.G. Wells' classic novel The War of the Worlds wasn't fiction but actually fact? Like the famous 1938 Orson Welles radio broadcast that caused Americans to believe an actual invasion was in progress, the movie assumes an Earth/Mars War in 1900 actually occurred and is presented as the first hand memoir of journalist Bertie Wells, the last living survivor as he struggles to find his wife amidst the destruction of humankind at the hands of terrifying alien invaders.",War of the Worlds the True Story,2012
301,01,"The weirdest alien of the galaxy pays a visit to Earth...  Jerry Lewis is Kreton, a childish alien who, against his teacher's will leaves his planet to visit the Earth, and lands in the backyard of a famous television journalist who doesn't believe in U.F.O's and aliens. Wanting to study humans but not able to fully understand them, Kreton makes a mess out of it, generating a lot of comic situations. Written by Alessio Quirino",Visit to a Small Planet,1960
302,11,"From deep within the tomb of the Egyptian pharaoh Tutankhamun, Professor Douglas McCadden ships the coffin of Ankh-Vanharis to the California Institute of Sciences where X-rays reveal five diamond-like crystals hidden within the coffin. Technician Peter Sharpe steals the crystals but doesn't notice that the powerful X-ray has revived a green fungus. When the coffin is opened at a university press conference, the reporters uncover more than they bargained for. The mummy has disappeared... and the Time Walker is alive again!",Time Walker,1982
303,10,"As a lone spaceship proceeds on its long voyage across space, the crew are surprised to encounter a strange pyramid form. Surprise turns to horror as one by one, they discover that their darkest nightmares are all starting to become real. The pyramid has to be behind it all somehow, but how can they save themselves from its influence?",Galaxy of Terror,1981
304,09,An alien creature stalks human prey.,Without Warning,1980
305,07,"What's behind the UFO's? Where are they from? Are they the Nephilim of ages past? What does the Bible say about them? What's their agenda for Planet Earth? This subject has not gone away. On the contrary, much new evidence has surfaced with global implications. Chuck explores the Biblical relevance and disturbing agenda of the apparent extraterrestrial life forms that have been forcing themselves into our global consciousness and reveals their most disturbing agenda. ""For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were possible, they shall deceive the very elect."" (Matthew 24:24) How do you protect yourself?",Return of the Nephilim,2003
306,10,The President's Daughter has been kidnapped by the brilliant super-criminal Blood Mamba. All rescue attempts have been thwarted by the evil genius. There's only one thing left to do: send in the Robot. The Robot must fight zombie-monsters and insecurity in order to complete his suicidal mission.  This marks the directorial debut of Rob Schrab (Creator of Scud: the Disposable Assassin and Heat Vision and Jack).,Robot Bastard!,2001
307,04,"At night the Mangler stalks the streets of Los Angeles, killing and mutilating random victims. On the trail are a TV reporter, the father of one of the victims, and a police detective, but despite their efforts only the mysterious psychic DeRenzy knows what the killer is and how to stop it.",The Dark,1979
308,04,"When mailman Bridd Takes his sexy date Charlotte home, they find their boss on the floor with a mail opener stuck in his chest. The assailants are also after Bridd and he has to use all his talents to foil an extra-terrestrial complot.",The Answer,2015
309,04,"When a meteor shower rains down outside Los Angeles, Jonas and Lars, two friends stuck in tired, boring lives, head out to find a meteor and strike it rich. After recovering one, they start being stalked by terrordactyls, ancient flying reptiles that launch a full-on assault on the city. Trying to survive, they go on the run...",Terrordactyl,2016
310,01,A pink meteor controlled by aliens lands near a small town and turns the local women into nymphos. A deputy sheriff and a local private eye investigate.,The Pink Chiquitas,1987
311,06,"A teenage couple making out in the woods accidentally runs over an alien creature with their car. The creature's hand falls off, but it comes alive, and, with an eye growing out of it, begins to stalk the teens. Meanwhile, Joe the town drunk wants to store the body in his refrigerator, but some of the alien's buddies inject alcohol into his system, and Joe dies of an overdose.",Invasion of the Saucer-Men,1957
312,01,"This horror story involves a woman hiding out with four pastel colored poodles in a desert gas station with the loot from a heist while her boy friend does prison time. A meteorite crashes near the station transforming the woman into an alien being with a gigantic voracious tongue and her poodles are transformed into four drag queens. The whole thing grows even weirder as her boy friend escapes from prison and also encounters the meteorite, as does a mute Nun who is converted into a sexy drum majorette. Pursued by the prison officials who are after him, the whole group eventually come into conflict.",Killer Tongue,1996
313,01,"Fifteen years ago, a group of men's lives were forever changed by a strange occurrence. Now, the same group of men will spend a night together ... in terror.",Altered,2006
314,01,"Held captive in an underground prison by a sadistic sicko who fancies himself a surgeon, 4 women fight for their lives, knowing the exact time they're scheduled to die thanks to a crudely carved set of numbers on each of their bodies. None of them can remember how they got there, but if any of them figure out the secret to their imprisonment, they stand at least some chance of surviving.",Bane,2008
315,04,"Baldwin’s “pseudo-pseudo-documentary” presents a factual chronicle of US intervention in Latin America in the form of the ultimate far-right conspiracy theory, combining covert action, environmental catastrophe, space aliens, cattle mutilations, killer bees, religious prophecy, doomsday diatribes, and just about every other crackpot theory broadcast through the dentures of the modern paranoiac.",Tribulation 99: Alien Anomalies Under America,1992
316,09,"Strange things are happening in Riverdale, Illinois. A huge, seemingly alien structure has been found jutting out of the earth. Sent to investigate the origin of the mysterious object, Senator Walter Powers discovers that parasites from the center of the earth have infiltrated the town, taking control of the authorities and workers, making communication with the outside world impossible, and leaving the responsibility of stopping the invasion up to Powers and a small group of free individuals",The Brain Eaters,1958
317,05,"Project Viper is a 2002 movie starring Patrick Muldoon, Theresa Russell, Curtis Armstrong, Tamara Davies. The movie was directed by Jim Wynorski under the pseudonym ""Jay Andrews."" When a terrifying, bioengineered lifeform is stolen from its creator, the military calls on a covert troubleshooter to destroy it before it decimates a small town in its path, and then the rest of the world. The space shuttle Olympus is on a routine mission, but with a far-from-routine payload: ""Project Viper,"" an experimental hybrid of human genes and computer chips, designed to adapt to any environment, particularly that of Mars. But as the shuttle crew prepares to launch the prototype into space, something unexpected occurs. Soon the astronauts are dead, and the Secretary of Defense orders the remaining prototype destroyed. To do the job, he calls on devil-may-care special agent Mike Connors (Patrick Muldoon).",Project Viper,2002
318,08,"Two reporters working for the same magazine are sent to Texas to investigate a string of UFO sightings. As they investigate two distinct theories begin to develop. Both reporters are driven to prove their own theory, but in the end only one can be right.",Unidentified,2006
319,04,"An ""average"" postal worker is informed by a tiny alien hologram which looks like a teenage girl that he is the ""choosen one"" to destroy a giant reptile to save the Earth.",Zarkorr! The Invader,1996
320,09,"Strange things are happening in Riverdale, Illinois. A huge, seemingly alien structure has been found jutting out of the earth. Sent to investigate the origin of the mysterious object, Senator Walter Powers discovers that parasites from the center of the earth have infiltrated the town, taking control of the authorities and workers, making communication with the outside world impossible, and leaving the responsibility of stopping the invasion up to Powers and a small group of free individuals",The Brain Eaters,1958
321,01,"Alberto Oliver, an unsuccessful pulp novelist, is attacked by alien mutants when he comes back from visiting his lover Carol. Soon he finds himself chased by a flying saucer that tries to abduct him and take him to a distant planet in an anti-matter galaxy.",The Man of Ganimedes,1976
322,04,,Extra,2013
323,04,"An ""average"" postal worker is informed by a tiny alien hologram which looks like a teenage girl that he is the ""choosen one"" to destroy a giant reptile to save the Earth.",Zarkorr! The Invader,1996
324,01,"Aliens invade an aerobics class before the credits roll in this horror anthology spoof illustrating outrageous stories that could easily be found in a tabloid newspaper at your local grocery store checkout! The stories are: Baby Born With Full Beard, BBQ Of The Dead, and Killer Vacuum Destroys Town",Tabloid,1985
325,10,"Mota is a Martian representative, who has come to impose interplanetary law on the Earth (which has become too dangerous); opposing his authority is Kent Fowler, who resists the alien plot, without understanding its details.",Flying Disc Man from Mars,1950
326,08,"A tiny alien lands in the small town Aurora in Texas in the times of the Wild West. He flies around in his spaceship and checks out everything. While the kids are fascinated, their parents are rather sceptic and afraid. Ms. Peabels, teacher and new owner of the local paper, smells a good story and brings the alien into the headlines. When the governor hears of the rumors he sends a ranger to take action. Written by Tom Zoerner",The Aurora Encounter,1986
327,02,"On March 25, 1948 a UFO spacecraft of extraterrestrial origin crashed in a place called Aztec, New Mexico. Sixteen alien bodies were discovered dead inside. The alien bodies and all evidence of their spacecraft were soon transported by government officials to Wright Patterson Air force Base where all traces of this event disappeared in secrecy.",Aztec 1948: UFO Crash,2005
328,04,A deadly alien has come to Earth to harvest its women! It's time to call the greatest force for good; LASER FORCE! Shot on Super 8mm film!,Laser Force,2017
329,07,A Martian is sentenced to visit earth to cure a selfish man.,A Message from Mars,1913
330,03,"Jerry is a strange and solitary boy who lives with his young neglectful mother in a run down apartment. He spends his weekends hidden away in his bedroom making model figurines and watching TV alone. While investigating a damp stain on his bedroom wall, Jerry peels off some wallpaper, revealing a seductive alien orifice growing behind the plaster. After spending an ever increasing amount of time in his bedroom exploring and inspecting the alien creature, Jerry embarks on his first sexual experience. After numerous encounters between Jerry and the creature, it becomes pregnant. Filled with panic and guilt, Jerry attempts to abort the alien creature, leading to a horrific outcome which neither himself nor his mother will ever forget.",Box Room,2014
331,01,Extraterrestrial Girl visited Earth.Inventor Blinkov in love with her. His love is awakened in her new emotions and feelings.She realized that Blinkov can not live in a different world.And she leaves the Earth with sadness and loneliness.,The Extraterrestrial Women,1984
332,04,"Humanoid killer robots stalk a newspaperman, who has knowledge of their existence. One of the robots is made to look like his girl friend.",Annihilator,1986
333,08,An investigator seeking the cause of an airline disaster discovers the involvement of an organisation of time travellers from a future Earth irreparably polluted who seek to rejuvenate the human race from those about to die in the past. Based on a novel by John Varley.,Millennium,1989
334,10,"An evil alien brain, bent on world domination, takes over the body of an atomic scientist, while a ""good"" alien brain inhabits the body of the scientist's dog and waits for an opportunity to defeat the evil brain.",The Brain from Planet Arous,1957
335,06,"In the 21st century, aliens with mind-control powers attempt to take over the earth.",The War of the Planets,1966
336,05,"Aliens, contacting scientist Adam Penner, inform him that they have been on the moon for twenty thousand years, undetected due to their invisibility, and have now decided to annihilate humanity unless all the nations of earth surrender immediately. Sequestered in an impregnable laboratory trying to find the aliens' weakness, Penner, his daughter, a no-nonsense army major and a squeamish scientist are attacked from outside by the aliens, who have occupied the bodies of the recently deceased.",Invisible Invaders,1959
337,06,"A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.",Beware! The Blob,1972
338,10,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace.",Extraterrestrial,2014
339,04,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,Alien Abduction,2014
340,10,"The day after a weird green light is seen in the English sky, a strange young man stops at the country home of two lesbian housemates. It turns out that the man is an alien, and a hungry one",Prey,1977
341,12,Inept beings from the planet Kabijj land on Earth and attempt to behead all of its beings and take over the planet,Evil Alien Conquerors,2003
342,03,"An aggressive race of aliens took over Planet Earth and humanity's at its end, living in giant bunkers below ground. Young Military rookie S.U.M.1 (Iwan Rheon) is sent to the surface to save a group of unprotected survivors.",Alien Invasion: S.U.M.1,2017
343,03,"Trapped in a damaged cryogenic pod, a man is forced to watch a series of horrific science-fiction tales while his life support systems run out. Featuring eight intense stories of the unknown and other-worldly, equally wonderful and terrifying. Visit the GALAXY OF HORRORS, if you dare! Curated from Rue Morgue &amp; Unstable Ground's Little Terrors Festival.",Galaxy of Horrors,2017
344,09,Phil the Alien crashes to Earth and find himself alone in the wilds of northern Canada. In the process of going home he goes from drunk to christian rock singer to mass murder.,Phil the Alien,2004
345,01,"Two teenage boys try to help a tiny spherical alien get back to its mothership, while the army and a devious petty crook pursue the creature for its wonderful powers.",The Glitterball,1977
346,02,A mysterious magnetic spool found during a construction project is discovered to have originated from Venus. A rocket expedition to Venus is launched to discover the origin of the spool and the race that created it.,First Spaceship on Venus,1960
347,08,"Earth as we know it is gone. A virus has destroyed the planet and rendered all its women infertile, all but one. An elite team of soldiers are tasked with bringing the woman to safety on the newly habitable Earth Two. But when they are forced underground they find themselves fighting for survival from an bloodthirsty creature in a maze of ever shrinking tunnels. As the team's ranks start to dwindle, the tunnels shrink and the ammunition run out, the crawl for survival becomes more and more desperate.",Crawl or Die,2014
348,03,"The story begins on a small spaceship docking with a refueling station. On board are a group of four aliens, Bernard, Sandra, Desmond, and Julian. During a particularly tedious period of their stay at the station, the other three begin playing with the ship’s controls while Bernard is outside playing spaceball. They accidentally disconnect his part of the ship, leaving him stranded while they crash into a large blue planet close by (Earth).",Morons from Outer Space,1985
349,06,Global panic ensues when it is revealed that a mysterious UFO is actually a giant turkey-like bird that flies at supersonic speed and has no regard for life or architecture.,The Giant Claw,1957
350,01,"Velasco Broca directed ""La Costra Láctea"" in 2002, as the result of an institutional assignment to develop a sexual education video for teenagers. The film, mixing fokloric Spain with fetishism and aliens, was ultimately not approved as educational material and ended up being broadcast in TVE's La 2, in the show Versión Española, with Bigas Luna's feature ""Bilbao"".",Der Milchshorf: La Costra Láctea,2002
351,05,Alien ship crash-lands on Earth and the creature inside starts taking over people's bodies.,Polymorph,1996
352,03,"An intergalactic fighting competition between champions of various worlds has traditionally been won by a species much larger and stronger than humans. Entering the contest, a human finds he has to battle against not just his opponents and his self-doubts, but the corrupt system. Far in the future, on a distant space station, the legendary Arena is where the best fighters from every planet come to vie for the championship. But for over half a century, no Earthling has been good enough to be a contender. Until out of nowhere, comes an underdog: the great human hope, Steve Armstrong... and the best anyone's ever seen. He's been training all his life for a shot at the big time, but now he's up against some mighty big muscle: a ruthless extra-terrestrial crimelord who'll pull no punches to make sure he stops Steve dead. In the mood for hard-hitting sci-fi action? Arena will knock you out!",Arena,1989
353,03,"The spaceship AAB-Gamma is dispatched from FAFC headquarters in Japan to make a landing on the planet Mars and investigate reports of UFOs in the area. As they near the red planet, they encounter a mysterious UFO that coats the ship's hull with unusual spores. Taking one of the specimens back to earth, it soon develops and grows into a giant chicken-lizard-alien monster that tramples Japan.",The X from Outer Space,1967
354,01,"3 young friends are on vacation in Spain, until weird things begin to occur and then a man from NASA tells them what's really going on: Dangerous Alien Organisms from the Apollo 14 Moon Mission, which was tested on animals on SkyLab. But then the organisms fell to earth with SkyLab and they are now starting to infect people by brutally killing them off. And these 3 friends and NASA scientist must get an antidote from a NASA Lab nearby and save themselves and the rest of the world.",Alien Predators,1985
355,11,"Dr. Blake runs a TV show called ""Independent Thinkers"", which is sort of a Scientology-like self-help/religion program. But he's not making his audience think any more independently - with the help of an alien organism he calls The Brain, he's using brainwashing and mind control. The only thing that stands between them and world domination is a brilliant but troubled high school student with a penchant for pranks...",The Brain,1988
356,01,"An Alien Being from another universe lands on earth and is angered at how the human species live in a world of greed, corruption, lies, violence and a disregard for the natural environment.  The Being takes it upon itself to eliminate the politicians, lawyers, criminals, corporate leaders, and others who disrespect the planet...  That The Being has created as a planetary experiment.  This thought provoking supernatural film is filled with surprising mystical metaphors, exciting twists...  And a stunning dramatic conclusion.",I Am Here....Now,2009
357,03,An unsuspecting woman is impregnated by aliens who are experimenting on the human population.,Progeny,1998
358,12,"One day, robot Robby enters into a life of the most creative little boy, Toby. Robby had been separated from his robot parents when his spaceship crashed. Toby decides to offer his help and the two of them become friends.",Robby and Toby's Fantastic Voyager,2016
359,03,An ancient intergalactic warrior arrives on Earth to put a stop to a demonic child's plot to reproduce Satan's next generation of evil.,The Visitor,1979
360,05,"A crew of scientists arrives on a far, cold planet to examine archaic artifacts of unknown origin. They discover that their German enemies already have a ship there. When they seek their help after a failed landing, they only find the Germans’ bodies, obviously slaughtered by one of the archaic creatures, awoken to new life. Now the alien is after them.",Creature,1985
361,10,"Colonel Pete Moore (Glenn Ford) is commander of the Whitney Radar Test Group, which has been experiencing electrical difficulties aboard its aircraft. To ferret out the problem, he sends a four-man crew on Flight 412. Shortly into the test, the jet picks up three blips on radar, and subsequently, two fighters scramble and mysteriously disappear. At this point, Flight 412 is monitored and forced to land by Digger Control, a top-level, military intelligence group that debunks UFO information. The intrepid colonel, kept in the dark about his crew, decides to investigate the matter himself.",The Disappearance of Flight 412,1974
362,05,"Two cops investigating the murder of a young boy become invloved in a very secret project involving alien life. Needless to say, the authorities don't want them to stick their noses into this",Monolith,1993
363,12,"In what appears to be a cross between Critters and The Towering Inferno, the residents of a shoddy L.A. apartment block are chased up to the roof by hoards of the eponymous hairy horrors.",Critters 3,1991
364,01,"An otherwordly perpetrator has been attacking female virgins in Manhattan. As Dr. Pace and Detective Andriotti work together to identify the strange organic materials found on the women, the victims begin arising in a trance and leaving the hospital.",Breeders,1986
365,03,A space expedition to Uranus is menaced by a giant brain that can make illusions come true.,Journey to the Seventh Planet,1962
366,05,"A futuristic underwater sea-lab is having problems with a UFO that's parked between them and a nearby deep ocean trench. As they investigate, they attract the unwanted attention of a dangerous creature who puts the scientists and crew in danger.",Destination Inner Space,1966
367,06,"Medieval crusaders from the 13th century are captured by aliens. However, this can not stop them to conquer the Holy Land.",The High Crusade,1994
368,02,"A strange sphere settles down in a California canyon, causing both the scientific and military communities to gather around to investigate.",The Cosmic Man,1959
369,09,,Die Delegation,1970
370,03,Kids' film about a couple of aliens who come to earth and open up a pet shop in an attempt to try and eat some of earth's children for dinner.,Pet Shop,1995
371,01,"Aliens in human disguise commandeer a rural airport during a snowstorm. To survive, the people trapped inside must determine which of their own is not of this Earth.",Terminal Invasion,2002
372,03,An archaeologist discovers that aliens posing as government officials are secretly harvesting human bodies in a bid to take over earth.,Final Days of Planet Earth,2006
373,03,"A movie for the Sci Fi Channel based on the book series by Philip José Farmer. The location is Riverworld, a mysterious and treacherous land where every human who died between the years 99,000 BC and 2,200 AD has been resurrected on the banks of a huge river.",Riverworld,2003
374,06,"In this modern retelling of H.G. Wells' classic sci-fi horror, civilization is laid to ruin when a super race of aliens invades Earth. In a blink of an eye, massive ""walkers"" cover the planet, annihilating all in their path. As cities crumble and human flesh is ripped from the bone, one man struggles to find the one weapon that will turn the tide for mankind.",H.G. Wells' War of the Worlds,2005
375,07,"What starts off as a typical day on the streets of Seattle soon becomes a terrifying bloodbath, when a great white shark devours an alien space probe…and ROBOSHARK is born. The U.S. military comes after it with guns blazing, but it’s the power of social media that puts an ambitious newscaster and her tech-savvy daughter ahead of everyone else in the race to stop the destruction.",Roboshark,2015
376,02,"Due to political pressure from the American public, the Air Force has decided to allow two well-known reporters limited access to the most secretive base on the planet. But when one of the base’s “long-term visitors” exploits this unprecedented visit as a chance to liberate himself and his fellow alien captives, Area 51 turns from a secure government base to a horrifying destination of terror.",51,2011
377,05,"The story concerns the sighting of a UFO which appears to have crashed in the San Fernando Valley, after which massive interference with teleradio transmission brings FCC investigators into action. They, in turn, begin encountering reports from people of seeing what appears to be a man dressed in a bizarre outfit.",Phantom from Space,1953
378,08,"Decades after a meteorite destroys much of life on Earth, young survivor Ryan Murphy travels to a military base as a new recruit. However, Murphy is really an agent investigating strange occurrences at the base, which is ruled by the unforgiving Sgt. Bradley. As Murphy trains with his fellow recruits and secretly looks into the disappearance of a friend, he uncovers a shocking secret that may change the fate of humankind.",Absolution,1997
379,01,An alien bacterium resurrects the dead on Earth.,Evilution,2008
380,03,"Aliens kidnap two children and take them to another planet for the purpose of getting knowledge from their brains, but Gamera follows and tries to rescue them.",Gamera vs. Guiron,1969
381,07,An alien from Venus tries to take over the world with the help of a disillusioned human scientist.,It Conquered the World,1956
382,01,"On March 13th, 1997 one of the largest UFO sightings ever recorded took place across the southwestern United States...",Night Skies,2007
383,03,"In July 2010, a vacationing couple discovered something disturbing on a ranch in rural Texas. Armed with a home camcorder, they captured their experience on video.",Unaware,2013
384,12,"A medieval alchemist (Klaus Kinski), knight (Harvey Keitel) and priest (Fernando Rey) mistake a flying-saucer alien for a dragon.",Star Knight,1985
385,03,"Bow hunting enthusiast Jack Hamberg, his eight-year old stepson Clint and former news cameraman Atticus Monroe are on a mission to make a deer hunting video. All that is needed to complete the video is a ""kill"". Jack and Atticus reluctantly decide to trespass onto a nearby property where there may be more abundant prey. Once inside the restricted area, they come upon some frightening realizations. The hunters have become the hunted.",The Hunt,2006
386,01,"Captain Saxon, and agent for the top secret Omega agency, has been given the assignment of tracking down and either capturing or killing the crew members of a secret space mission who returned to Earth against orders. It seems that they were all infected with an alien parasite, and they were trying to bring its eggs back to Earth. The eggs were lost in an accident, and both Saxon and the astronauts are trying to locate them. What could the government want them for?",Dark Breed,1996
387,01,"A young woman is assigned to teach school in a secluded valley whose inhabitants appear stern, secretive and anti-pleasure. Following two children who disappear to play in the woods, she finds that this is actually a community of extraterrestrials with mild paranormal powers who are attempting to repress and deny their heritage for fear of arousing prejudice and hatred in their human neighbors. Based on a series of novels by the late Zenna Henderson.",The People,1972
388,10,"Benjamin Lathan's flight disappeared, twelve years later he returns. With the help of a mysterious beauty, he finds himself on an unlikely journey.",Returned,2015
389,08,"Just before bounty hunter Charile triggers his gun to destroy the last two Critter-eggs, he gets a message that it would be illegal to extinguish the race from the galaxy. He's sent a transporter where he puts the eggs - unfortunately the transporter takes him with it and then gets lost in space.",Critters 4,1992
390,09,"When an atomic war on Mars destroys the planet's women, it's up to Martian Princess Marcuzan and her right-hand man Dr. Nadir to travel to earth and kidnap women for new breeding stock. Landing in Puerto Rico, they shoot down a NASA space capsule manned by an android. With his electronic brain damaged, the android terrorizes the island while the Martians raid beaches and pool parties",Frankenstein Meets the Space Monster,1965
391,01,"Space Cop is the story of a cop from the future of space who travels back in time to the present and is teamed up with a cop from the past who is unfrozen in the present. Together, they must defeat evil aliens with a sinister plan. Out of time and out of place, these two unwitting heroes must work together to save the world from a group of renegade aliens and the re-animated brain of a mad scientist bent on global extinction.",Space Cop,2016
392,03,"At eleven years old Joe Norman is told by his dying father that he is an alien hiding on earth. Joe believes him. He grows up to be a die-hard fan-boy working in a comic shop. When he falls for down-to-earth Maria, a fellow sci-fi fan, he is inspired to lead a more normal social existence. Until intergalactic bounty hunters track Joe down at his new office and the couple soon learn the dangerous truth about who Joe really is.",Earthbound,2013
393,07,"In California, an old man grieves the loss of his wife and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb “Solobonite” that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",Plan 9 from Outer Space,1959
394,12,Women around the globe begin disappearing when a renegade race of top-heavy aliens from the planet Angvia begin snatching them off the streets.,Zeta One,1969
395,08,"After witnessing a man's death in a bizzare accident, Father Pergado goes on a spiritual retreat, where he encounters his alien double bent on world conquest.",End of the World,1977
396,03,A 15-episode serial starring Buster Crabbe.,Flash Gordon's Trip to Mars,1938
397,06,"The Earth is threatened by an alien race who kidnap and kill humans and even animals and and use them for their body parts. In the year 1980 S.H.A.D.O. (Supreme Headquarters Alien Defence Organization), a highly secret military organization, is set up in the hope of defending the Earth from this alien threat. This organization operates from a secret location beneath the Harlington-Straker film studio in London. S.H.A.D.O. also has a base on the moon with Interceptors as well as an early warning satellite that detects inbound UFOs (called S.I.D.), and operate a fleet of submarines. General James Henderson and commander Ed Straker have a team of highly trained and well equipped females and males to battle the regularly incoming hostile UFOs.",Invasion: UFO,1974
398,12,Teenage twins battle dark forces hidden beneath Auckland's volcanoes.,Under the Mountain,2009
399,11,"Tyler and his brother find an alien ship which makes Tyler appear older and gives him other abilities. This turns his high school life upside down, and may enable him to help his older brother's love life. After he is abducted by beings who intend to takeover Earth, he must depend on his inept and lovelorn brother to rescue him.",Skyrunners,2009
400,10,"Seven years on from the events of Monsters, and the ‘Infected Zones’ have spread worldwide. Humans have been knocked off the top of the food chain, with disparate communities struggling for survival. American soldiers are being sent abroad to protect US interests from the Monsters, but the war is far from being won.",Monsters: Dark Continent,2014
401,10,"A scientist, Dr Holander, takes his niece Miranda to Mexico in an attempt to reverse the effects of the alien DNA he used to create her. However the treatment goes horribly wrong, and sets Miranda on a killing spree as she sets out to find a mate.",Species: The Awakening,2007
402,08,"Just when you thought it was safe to go back in the water again, you can’t even get across the sand! BLOOD BEACH meets SPRING BREAKERS in an ace monster mash-up of smart nostalgia and up-to-the-minute visual effects. After an all-night graduation beach party, a group of hung-over students wake up under blazing sun to find their numbers somewhat depleted. An enormous alien creature has burrowed down deep and anyone foolish enough to make contact with the sand finds themselves at the mercy of a sea of flesh-eating tentacles. Will they ever be able to escape its carnivorous clutches?",The Sand,2015
403,03,Crew members aboard a space ship encounter an alien life form intent on killing them.,Star Crystal,1986
404,12,"An alien bounty hunter enters a scene of suburban carnage, where something out of this world has been feeding on humans.",Critters: Bounty Hunter,2014
405,09,"In the pursuit of perfection, an alien civilization has evolved to become beings of pure light energy, unbound by the limitations of the mortal body. But they have lost something precious along the way: the ability to experience physical pleasure. They send a representative to Earth to record human sensory experiences. Taking the form of the perfect human female, ""Kara"" uses her powers to unlock the secrets of sensuality so long forgotten on her world.",Femalien,1996
406,06,"When flying reptilian creatures wreak havoc all over the world, the survivors’ only hope of stopping them is a new, state-of-the-art fighter jet piloted by the only team that knows how to use the technology.",Alien Convergence,2017
407,06,"Neil Agar, a security agent with the State Department, is dispatched to Peckham, California to investigate the death of a bacteriologist working at government-sponsored Brandt Research. His investigation is soon complicated by a growing number of deaths, all men who died of congestive heart failure caused by sexual exhaustion.",Invasion of the Bee Girls,1973
408,09,"Happily married couple Bob and Dez Wilson and their 12-year old son Andy are being attacked by a blinding light when driving home from a daytrip. They awaken a couple of hours later, seemingly unscathed but soon driven mad by recurring nightmares. It soon appears that they have been abducted by aliens as proved by their sons handycam that had suddenly started running right after the incident. This mysterious fact is discovered by even more mysterious Men In Black who start nagging the family up to the point of threatening to kill them. Laughed at by the police the threesome seek refuge at sf-writer Stan Mills' house and start fighting back.",The Shadow Men,1997
409,12,Nancy Archer has had an alien encounter and it's left her 50 ft. tall! Now she sees the men in her life from a new angle - looking down on them - and it's time to fight back.,Attack of the 50 Ft. Woman,1993
410,06,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",Independence Daysaster,2013
411,08,"A new super train is built when a meteorite crashes near by, releasing a tiny creature. Once it kills and consumes everyone on board the train, it begins to grow and multiply into hordes of different creatures.",Alien Express,2005
412,12,"A kid plays the old novelty song ""Purple People Eater"" and the creature actually appears. The two then proceed to help an elderly couple who are being evicted by their greedy landlord.",Purple People Eater,1988
413,03,An alien mother ship hovering in Earth's atmosphere is the base for an attempted alien invasion of Earth.,The Aliens Are Coming,1980
414,08,"Amanda, an employee at an upscale clothing store, is leading a relatively lonely and unremarkable life. All this changes when an alien that's been held a secret military installation excapes by taking over the body of one of the base employees. Amanda finds the fugitive alien and decides to help it hide from the government agents chasing it, a seemingly easy task, as the alien must change host bodies every few days. Will she be able to help her new companion make a clean getaway?",Amanda & The Alien,1995
415,07,A UFO enthusiast interviews Dan Aykroyd on the subject of extraterrestrials visiting Earth.,Dan Aykroyd Unplugged On UFOs,2005
416,01,No overview found.,Up! Up! To the sky,2008
417,05,"An uptight, leather-clad female alien, armed with a raygun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock",Devil Girl from Mars,1954
418,01,"A high school science teacher takes his students on a field trip to see a UFO sighting. What they didn't expect, was that it was a flying saucer that crashed a farm house, and an alien predator feeds on humans, killing each student one by one!",Mutilations,1987
419,08,"L.A. Marzulli continues with Dr. Leir's latest implant tests, and on to Texas where we probe into the Nephilim. The latest Torah Codes, as well as an exclusive interview with Jonathan Daniels from the Knesset, and finally -- what it is like to die and go to hell?",Watchers 4: On the Edge,2012
